ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,PricePrediction
3544,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482 - 1846,,,93.865,90.82890624999995
668,Super built-up  Area,18-Apr,Shantiniketan Layout,3 BHK,,2072,3.0,2.0,108.0,112.96875
8583,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,115.0,115.0
533,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1170,2.0,1.0,66.0,61.29083333333333
5937,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1445,2.0,1.0,56.0,61.511250000000004
1683,Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630 - 3800,6.0,0.0,224.5,217.0875
4598,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,1900,3.0,3.0,150.0,159.5
1406,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,755,2.0,1.0,37.49,36.58656250000001
7303,Super built-up  Area,Ready To Move,Hennur,3 BHK,JahtsHe,2400,3.0,,135.0,144.55208333333334
2122,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1673,3.0,2.0,115.0,105.08086742424243
7772,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5,53.75633928571429
3679,Super built-up  Area,Ready To Move,Anekal,2 BHK,,888,2.0,1.0,34.0,36.49
2638,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,101.0,103.63014991678641
6742,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,SReafin,1185,2.0,1.0,50.0,49.595312500000006
1803,Super built-up  Area,18-Feb,Horamavu Agara,2 BHK,,950,2.0,3.0,39.0,40.59375
304,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,110.99322916666667
8273,Built-up  Area,Ready To Move,V.V Puram,3 BHK,,151.11Sq. Yards,2.0,0.0,150.0,96.453125
4137,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,2.0,3.0,59.0,66.26625000000001
4707,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,41.15,43.270098958333335
7605,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636,3.0,2.0,85.0,85.72589285714287
5683,Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1565,3.0,2.0,78.0,81.421875
7814,Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1410,2.0,2.0,73.0,66.160625
6382,Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1500,3.0,0.0,75.0,73.93437499999999
9335,Super built-up  Area,18-Feb,Thanisandra,2 BHK,Bhmesy ,933,2.0,1.0,55.0,55.050625
7497,Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,2515,4.0,3.0,155.0,162.40625
2614,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.91,57.71240352182539
1434,Super built-up  Area,19-Mar,Hennur Busstop,2 BHK,,1100,2.0,1.0,62.7,58.486875000000026
6336,Plot  Area,Ready To Move,KR Puram,2 Bedroom,,1200,1.0,0.0,65.0,66.859375
5696,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Heatee ,1014,2.0,1.0,35.0,38.520625
7890,Super built-up  Area,18-Jul,T R Mill Road,3 BHK,,1225,2.0,2.0,82.0,70.3478125
3790,Built-up  Area,Ready To Move,Vayunandana Layout,5 Bedroom,,2400,5.0,2.0,120.0,117.9375
7666,Super built-up  Area,Ready To Move,Belatur,2 BHK,ViaarSa,1250,2.0,1.0,43.0,48.9165625
6887,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1690,3.0,2.0,116.0,111.40625
9819,Built-up  Area,Ready To Move,Yelahanka,2 BHK,AdniaSk,1250,2.0,2.0,54.0,54.21875
10241,Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,,1298,2.0,1.0,59.0,61.4190625
6275,Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,154.5,159.46819196428572
318,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,52.0,55.479166666666664
5020,Super built-up  Area,Ready To Move,Richards Town,4 BHK,,3600,4.0,3.0,450.0,417.90625
1562,Plot  Area,Ready To Move,Konanakunte Cross,2 Bedroom,,3040,1.0,1.0,180.0,148.875
2678,Plot  Area,Ready To Move,Kengeri Hobli,3 Bedroom,,600,2.0,0.0,30.0,53.65625
6209,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1914,3.0,2.0,149.0,152.53125
9023,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,78.0,78.54496527777779
4983,Super built-up  Area,18-Aug,Yelachenahalli,2 BHK,,1080,2.0,2.0,38.0,47.59114583333333
4100,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,119.85496369949496
9205,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Atreli ,1250,2.0,2.0,60.0,56.96875
8131,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,45.91325207421256
5516,Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,,750,1.0,1.0,30.0,33.838125000000005
5168,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,938,2.0,0.0,35.0,38.6478125
9009,Built-up  Area,Ready To Move,Kudlu,2 BHK,,1076,2.0,1.0,50.0,50.0040625
487,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1208,2.0,1.0,49.0,49.0696875
8992,Built-up  Area,Ready To Move,Queens Road,3 BHK,DRnerns,1405,3.0,0.0,169.0,144.4890625
9960,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.66,42.963971939518814
1509,Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,,1435,3.0,3.0,70.0,69.2940625
3314,Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1105,2.0,2.0,46.37,58.86505208333329
7991,Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Amsomun,1190,2.0,2.0,39.25,42.9284375
6654,Plot  Area,Ready To Move,Singanayakanahalli,2 Bedroom,,690,2.0,0.0,42.0,55.4725
3895,Super built-up  Area,18-Oct,Whitefield,4 BHK,Prtates,2830,5.0,2.0,160.0,178.54166666666666
6101,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Shony S,1385,2.0,2.0,48.48,51.061875000000015
1206,Plot  Area,Ready To Move,Chikkaballapur,3 Bedroom,,1500,3.0,3.0,100.0,101.1171875
2392,Super built-up  Area,Ready To Move,Frazer Town,4 BHK,Meentan,4850,6.0,2.0,385.0,387.03125
7506,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0,59.18602182539683
2036,Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,1 BHK,,581.91,2.0,1.0,25.0,26.781302083333333
8686,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1145,2.0,2.0,75.0,70.23312500000002
6322,Super built-up  Area,Ready To Move,Jakkur,2 BHK,AvensGa,1125,2.0,2.0,65.0,54.623437499999994
1160,Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1198,2.0,1.0,77.0,82.06221875
4685,Super built-up  Area,18-Dec,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,1.0,42.41,42.555937500000006
1523,Plot  Area,Ready To Move,Chandapura,2 Bedroom,,1500,2.0,1.0,60.0,66.875
10284,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1205,2.0,1.0,47.0,49.56218750000001
5492,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,982,2.0,2.0,55.0,46.01383333333334
3413,Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2363,5.0,2.0,120.0,146.6875
1805,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Hiows C,1476,3.0,1.0,120.0,107.625
1511,Super built-up  Area,Ready To Move,Dommasandra,2 BHK,Asene S,1200,2.0,2.0,50.0,50.119791666666664
9072,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1035,2.0,1.0,60.0,56.210234375
3685,Plot  Area,Ready To Move,Banashankari 2nd Stage,6 Bedroom,,600,3.0,3.0,95.0,95.875
10343,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,994,2.0,2.0,45.0,46.050625
592,Plot  Area,Ready To Move,Papareddipalya,2 Bedroom,,1600,2.0,0.0,115.0,100.96875
9443,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1213,2.0,2.0,48.0,50.823125
3422,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1085,2.0,2.0,43.0,43.2828125
1149,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1800,3.0,2.0,175.0,151.5625
7452,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3589,5.0,0.0,400.0,343.828125
7581,Plot  Area,Ready To Move,Mudalpalaya,6 Bedroom,,1050,4.0,2.0,155.0,145.34375
900,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1005,2.0,1.0,55.78,48.95989583333333
5972,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Nillsre,1301,2.0,2.0,65.0,67.625
9656,Super built-up  Area,18-Oct,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,150.0,141.059375
5236,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1825,3.0,,175.0,172.6875
2406,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3.0,3.0,105.0,109.48958333333333
8696,Super built-up  Area,18-Aug,Vimanapura,2 BHK,,1275,2.0,2.0,47.0,49.979375
10287,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1340,2.0,1.0,75.0,74.00041666666667
5062,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804,3.0,1.0,115.0,118.18359375
135,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,57.0,50.988125
4918,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,66.04743225524476
10279,Built-up  Area,18-Dec,Electronic City,2 BHK,,1065,2.0,1.0,30.76,30.75452864583334
3071,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Shise P,1210,2.0,3.0,55.0,53.233124999999994
8839,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1372,2.0,1.0,43.9,49.55718750000001
3838,Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3262,4.0,2.0,260.0,253.71875
1284,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1403,2.0,2.0,60.81,65.40062499999998
2515,Super built-up  Area,Ready To Move,Gottigere,2 BHK,,950,2.0,1.0,38.0,39.7746875
4605,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,NCaveun,1394,2.0,1.0,100.0,90.00026785714286
9553,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Collsrn,1370,3.0,3.0,38.36,49.56874999999999
2483,Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,110.0,106.40368675595239
2846,Plot  Area,Ready To Move,BDS Layout,1 Bedroom,,1500,1.0,0.0,37.5,50.078125
5407,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Covelrs,1385,2.0,3.0,65.0,68.7840625
7824,Super built-up  Area,Ready To Move, Sector 1 HSR Layout,1 BHK,,6000,1.0,1.0,276.0,358.296875
7019,Super built-up  Area,20-Dec,Hebbal,3 BHK,Cehosy ,2850,5.0,3.0,343.0,307.1875
4129,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1210,2.0,1.0,75.0,68.1321875
6672,Built-up  Area,Ready To Move,Dena Bank Colony,3 BHK,Aliewe ,1391,2.0,3.0,64.5,63.0321875
7864,Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Sravehi,1150,3.0,3.0,46.0,42.56133333333332
3963,Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1190,2.0,2.0,50.66,49.16817307692308
4985,Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,1950,3.0,3.0,165.0,156.625
4789,Built-up  Area,Ready To Move,Hebbal,4 BHK,Emceske,4640,4.0,2.0,600.0,540.1875
1112,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1500,2.0,2.0,69.0,72.054375
3827,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1470,3.0,0.0,62.0,66.4034375
8786,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1080,2.0,1.0,45.0,44.42575883152173
1383,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 Bedroom,,3329,3.0,2.0,330.0,309.375
6437,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,PuhtsHe,2968,3.0,,225.0,233.53125
5714,Built-up  Area,18-Mar,Domlur,3 BHK,,2180,3.0,2.0,285.0,268.625625
4055,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,800,4.0,2.0,86.0,93.375
10508,Built-up  Area,Ready To Move,Sidedahalli,2 BHK,Dhave E,750,2.0,0.0,20.0,27.0
10625,Plot  Area,Ready To Move,Vivek Nagar,2 Bedroom,,1600,2.0,1.0,160.0,129.843125
9890,Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1398,2.0,1.0,97.0,90.24058035714285
2826,Built-up  Area,Ready To Move,Kadugodi,9 Bedroom,,6200,9.0,0.0,200.0,251.40625
10573,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1458,2.0,2.0,87.0,81.4909375
3233,Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1305,2.0,1.0,69.0,68.75658482142858
1981,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Soikaa ,1117,2.0,3.0,29.99,39.599131944444444
7286,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,1010 - 1300,2.0,0.0,50.125,50.884375
6403,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Oaeze B,1300,2.0,1.0,70.0,68.8078125
4219,Super built-up  Area,18-Jan,8th Phase JP Nagar,2 BHK,,1059,2.0,2.0,34.5,39.4209375
8845,Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,,420,1.0,1.0,23.5,181.4765625
5417,Built-up  Area,18-Apr,Whitefield,4 BHK,,3200,4.0,3.0,224.0,235.71875
7359,Built-up  Area,Ready To Move,Yelahanka,2 BHK,JSlipTu,1200,2.0,2.0,55.0,55.90625
1785,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,927,2.0,2.0,55.0,55.24583333333334
5635,Plot  Area,Ready To Move,Prakruthi Township,6 Bedroom,,800,8.0,,150.0,135.875
3883,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1290,2.0,1.0,49.02,57.65999999999998
2685,Super built-up  Area,19-Mar,Horamavu Agara,3 BHK,Prhar G,1756,3.0,2.0,92.0,104.02291666666667
2943,Built-up  Area,Ready To Move,Anandapura,4 BHK,,1475,2.0,1.0,50.0,118.534375
7444,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,MCtleas,1650,3.0,3.0,220.0,199.01822916666666
6379,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sarlsm ,1190,2.0,2.0,33.92,40.07012620192309
518,Plot  Area,Ready To Move,Sector 7 HSR Layout,4 Bedroom,,3000,5.0,1.0,275.0,274.40625
1536,Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,199.09374999999997
5648,Built-up  Area,18-Jul,Bennigana Halli,3 BHK,,2000,3.0,1.0,145.0,132.0625
6592,Built-up  Area,Ready To Move,Langford Town,4 BHK,,697Sq. Meter,4.0,2.0,211.0,162.90625
8211,Super built-up  Area,22-Nov,Devanahalli,3 BHK,Sabixtt,1466,3.0,3.0,77.59,73.3246875
1775,Plot  Area,Immediate Possession,IVC Road,,Orana N,2000 - 5634,,,124.0,184.77442708333334
7938,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,1310,2.0,2.0,60.0,57.638515625000004
3460,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000,5.0,2.0,600.0,571.4375
3,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1521,3.0,1.0,95.0,94.9119933035714
5863,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1350,3.0,0.0,71.0,66.1765625
850,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,58.935,58.941011904761886
1250,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,1.0,78.0,80.453125
10313,Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0,240.0
1247,Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,ArnzaFi,1508,3.0,2.0,70.25,72.22093749999999
4156,Plot  Area,Ready To Move,Cottonpet,4 Bedroom,,971,2.0,2.0,135.0,126.984375
6760,Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,,2400,7.0,1.0,125.0,123.15625
5403,Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2080,4.0,2.0,440.0,305.578125
8640,Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,,750,4.0,3.0,95.0,95.0
5174,Built-up  Area,Ready To Move,Whitefield,1 BHK,SatraNa,810,1.0,0.0,21.0,34.460234375
1593,Plot  Area,Ready To Move,JP Nagar,9 Bedroom,,2550,9.0,0.0,360.0,382.8125
5662,Built-up  Area,18-Dec,Huskur,2 BHK,,1165,2.0,1.0,33.64,36.245
5308,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,May 2ge,1060,2.0,2.0,42.0,43.0625
2582,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1055,2.0,2.0,45.35,48.86968749999999
1087,Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,,1200,4.0,0.0,135.0,133.375
7046,Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2.0,2.0,35.0,50.25052083333334
1780,Super built-up  Area,17-Dec,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,127.0,124.10513392857143
7594,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Aimesya,2250,3.0,1.0,200.0,216.3671875
3703,Built-up  Area,Ready To Move,Judicial Layout,3 Bedroom,,1700,3.0,2.0,155.0,136.3125
8635,Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,,1400,3.0,2.0,90.0,78.109375
10182,Super built-up  Area,Ready To Move,Whitefield,3 BHK,PaantPl,1530,3.0,3.0,73.0,75.55614583333333
7036,Super built-up  Area,Ready To Move,Whitefield,1 BHK,,605,1.0,1.0,40.0,37.66770833333334
7547,Super built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,780,1.0,1.0,70.0,59.28562499999999
3328,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1500,2.0,1.0,120.0,104.71875
10431,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,2.0,65.0,71.04386160714284
9868,Built-up  Area,Ready To Move,Koramangala,3 BHK,Saa 2Ai,1745,3.0,3.0,98.0,119.3125
2620,Super built-up  Area,Ready To Move,Sathya Sai Layout,6 BHK,Prowshi,11338,9.0,1.0,1000.0,852.1875
8375,Super built-up  Area,18-Aug,Murugeshpalya,2 BHK,,1225,2.0,2.0,48.0,47.96875
9768,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2.0,1.0,98.0,82.73921874999999
9258,Built-up  Area,18-Mar,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,90.0,93.5625
2236,Super built-up  Area,Ready To Move,Bellandur,3 BHK,,1605,3.0,2.0,85.0,84.859375
3643,Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,650,1.0,0.0,30.0,28.78453125
8558,Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1245,2.0,2.0,43.57,48.77468749999999
4128,Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1827,3.0,3.0,100.0,100.3125
7510,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,45.5,50.736997767857154
7802,Super built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3900,4.0,2.0,410.0,402.6875
7732,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1125,2.0,3.0,55.0,55.73124999999999
2319,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Neess P,1030,2.0,1.0,50.0,48.64125
9609,Super built-up  Area,19-Dec,JP Nagar,3 BHK,Shestut,1960,3.0,1.0,138.0,140.25
9266,Built-up  Area,Ready To Move,KR Garden,3 Bedroom,,1700,3.0,1.0,250.0,193.71875
10521,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,VRest N,1535,3.0,1.0,72.0,76.606484375
1608,Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,Prtusth,520,1.0,0.0,19.5,21.588
1118,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1665,3.0,2.0,86.58,87.0814299242424
8732,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Pridel ,1056,2.0,2.0,55.0,53.2446875
3952,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1255,2.0,2.0,74.0,70.54166666666667
4580,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,42.0,45.09873615726802
6191,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,40.89,40.672812500000006
4688,Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,16.449999999999992
6204,Plot  Area,Ready To Move,Ullal Road,4 Bedroom,,3400,4.0,2.0,190.0,217.7734375
9385,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Maourit,1505,3.0,2.0,64.0,72.35833333333333
7820,Built-up  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,5.0,3.0,180.0,159.125
8532,Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,,800,1.0,1.0,90.0,78.858125
7955,Built-up  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,2650,3.0,2.0,125.0,153.703125
2514,Built-up  Area,Ready To Move,Amruthnagar,2 BHK,,1350,2.0,1.0,67.5,71.48197916666666
4587,Super built-up  Area,Ready To Move,Cox Town,3 BHK,ElentAp,1730,3.0,3.0,140.0,126.25281249999999
4641,Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,,1275,2.0,2.0,41.5,45.15625
4436,Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708,1.0,0.0,28.32,30.54187500000001
8488,Super built-up  Area,Ready To Move,Kalkere,3 BHK,Sothin ,1850,3.0,3.0,95.0,99.40625
2252,Super built-up  Area,Ready To Move,Uttarahalli,6 BHK,PoetyHo,3600,6.0,2.0,120.0,143.125
10071,Super built-up  Area,Ready To Move,Begur,3 BHK,Spews L,1304,3.0,0.0,65.0,63.6546875
7537,Plot  Area,Ready To Move,Yediyur,4 Bedroom,,1140,3.0,2.0,225.0,185.5
4132,Super built-up  Area,21-Mar,Hebbal,2 BHK,Oztarol,1251,2.0,1.0,88.73,80.40729166666668
4949,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1290,2.0,2.0,52.0,57.641875
5786,Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1295,2.0,2.0,95.0,90.78125
8391,Super built-up  Area,Ready To Move,Kengeri,1 BHK,,1200,1.0,1.0,14.0,24.15625
2855,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.0,54.9375
7410,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niara S,800,1.0,1.0,32.0,32.06703125
5522,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,42.6,43.83650141023086
5900,Built-up  Area,Ready To Move,Ganesha Block,3 BHK,,1810,3.0,3.0,118.0,109.65625
3206,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,2000,3.0,2.0,99.0,100.12062499999999
7222,Built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785,3.0,2.0,120.0,113.25
6098,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Apentir,1425,2.0,2.0,47.0,52.8121875
3991,Plot  Area,Ready To Move,Chandapura,2 Bedroom,,1200,2.0,1.0,60.0,54.109375
3021,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.0,85.72817708333334
3616,Super built-up  Area,Ready To Move,Chandapura,2 BHK,,877,2.0,3.0,42.0,37.046875
9702,Super built-up  Area,Ready To Move,Jaya Mahal layout,3 BHK,Nehalri,2648,3.0,3.0,238.0,219.15104166666666
6134,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2.0,1.0,55.5,55.45328258547009
5924,Plot  Area,Ready To Move,Nagarbhavi  BDA Complex,3 Bedroom,,600,2.0,1.0,85.0,78.75
10592,Super built-up  Area,Ready To Move,Attur Layout,7 BHK,,4000,8.0,1.0,150.0,178.125
8293,Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1485,3.0,3.0,132.0,117.765625
3529,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.55,38.58072916666666
4999,Plot  Area,18-Mar,Choodasandra,3 Bedroom,,900,4.0,3.0,155.0,144.5078125
2301,Super built-up  Area,18-Mar,Hosa Road,2 BHK,Akvam P,1004 - 1204,2.0,0.0,36.43,36.97499999999998
7624,Built-up  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,660,1.0,0.0,95.0,66.71359375
2588,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,,1120,2.0,2.0,43.0,44.984375
1369,Built-up  Area,Ready To Move,BEML Layout,2 BHK,,999,2.0,3.0,45.0,43.671875
1744,Plot  Area,Ready To Move,Victoria Layout,5 Bedroom,,2400,5.0,1.0,625.0,592.65625
8929,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,,1565,2.0,2.0,69.0,69.994375
131,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1600,3.0,1.0,75.0,82.09375
2586,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,39.33,40.350203373015866
10095,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1107,2.0,1.0,45.0,44.873124999999995
8823,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,46.0,46.573807151794284
5853,Super built-up  Area,19-Aug,Electronic City,3 BHK,,1033,2.0,2.0,28.41,31.234479166666667
3844,Super built-up  Area,20-May,Kanakpura Road,2 BHK,Soena A,1299,2.0,2.0,85.0,85.87875
7702,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,56.0,61.36145833333334
